a	b	target
2.58414705331	2.31547306838	10.1614179547
1.14271687545	0.416994315264	0.843222816081
0.570224469521	0.715962242137	0.27512924692
1.05097048123	1.45304402782	1.33143639141
2.79839041921	0.979570114063	7.75058304294
2.71603985652	2.1052941043	10.7035702688
2.58978016206	1.32910950513	7.73225524006
0.209174877358	2.40350861378	0.0678331347611
0.887332383414	0.598944576135	0.609348829452
2.4385764752	2.12172021999	8.66197283426
0.79476256236	0.949229081217	0.615404007611
2.82981552801	0.951906330258	7.81291965419
2.16673645852	0.562749090601	3.52183968578
2.48210043378	0.529252031409	4.48198055229
1.64491515499	0.298609354388	1.47855916631
1.74021992767	2.57054051916	4.85534955767
0.436315833361	0.967918422294	0.187292904422
2.3411405775	1.90267529448	7.56027032297
1.07583133833	1.96093086247	1.62076303327
1.47318889718	2.61459754398	3.5092903216
1.02023172699	2.32164568883	1.58597238457
1.9798876342	2.27320025027	5.91016946713
1.25913251836	2.22977885301	2.36741162854
2.15559307087	1.28496889789	5.2672006856
0.27406624489	2.89615729146	0.127826874814
2.19808110901	0.773268215601	4.24866517831
2.24626019796	0.980313418007	4.99577185715
1.51399910003	2.60768684972	3.70151021695
1.45460188826	1.00641840395	2.12264603597
1.05537511252	0.415648346633	0.718086440039
0.814615622986	0.959097442053	0.649885483332
0.684313515508	0.37658400088	0.287369827816
1.50420965632	0.800309167074	2.02416373797
2.26855743104	2.78307773585	8.5854334334
0.964357159226	1.80229521417	1.24850067836
1.61883186157	0.410303908464	1.67863515454
0.54964827064	2.67738248212	0.49433907492
1.52762570593	2.45290774886	3.65489178845
0.386426085368	1.86547678242	0.20395191851
2.62287347197	2.62778507086	11.1519188818
0.216022802246	1.6608162926	0.0601395243908
1.23321329799	2.32811768148	2.32048552108
0.405013191076	0.94179437409	0.159190219768
2.4753997989	1.5147574231	7.54157835081
1.46882090018	2.91196421462	3.68155000706
1.09569385451	0.316821764207	0.675749846301
1.29816233537	0.629445972395	1.33701795154
0.429297197354	1.79000899899	0.246571974883
2.87001172496	1.82234120797	11.119421415
2.01192073316	1.10616081259	4.25726678754
1.79914399947	2.3062846382	4.9157331872
1.84999759499	2.44777944772	5.35461770476
1.74131790528	0.754803358119	2.63434738206
1.83163351186	1.57462037191	4.20983519569
0.664619490902	1.93366438325	0.614238021384
2.48748951882	0.578245541738	4.70520625316
1.72584841259	2.25432397182	4.47212011363
1.32844926931	0.956129475393	1.72563246178
1.24238514988	1.71675585274	2.02239867311
2.122649045	1.76569062092	5.98706115541
0.499670097979	2.49008190109	0.393979420309
2.78680719982	0.483619958837	5.40089775442
0.898654493847	0.686307327268	0.669028807938
2.5776344618	2.74878042613	11.0157148069
0.323966511984	1.1307743591	0.111606172946
0.738984916536	1.51469157929	0.672099006867
2.7804531964	0.396485076621	4.86793309508
0.679581516376	1.56368198815	0.577507106997
1.66729714534	2.28740359238	4.2043359626
1.42552090793	0.595182904031	1.56773410747
1.19011324105	2.94986073115	2.43263712618
2.30202201031	0.525764240297	3.84250521544
2.46298570075	1.07059409915	6.27676983466
2.38791014991	0.235620057746	2.76784707919
2.63955643125	0.654468906655	5.63645977107
1.47610166784	2.05291567521	3.12189359922
1.62203479108	0.663113749161	2.14246801348
0.589531836984	0.996696300187	0.346973215093
0.34669691965	0.806325347908	0.107933217194
0.564294045571	1.50143164064	0.390178843503
1.19822780216	1.84313029636	1.94920179801
0.986460820971	0.294950935866	0.528487319799
1.12710845236	2.31450597156	1.93268273075
0.916346848328	1.33273561359	0.969374927219
2.31392826531	1.33870759532	6.19501904736
2.68394756946	2.77059181666	11.9904181542
1.06948298688	2.26069822865	1.71976480791
0.90872755204	0.590665437479	0.634655679812
1.42606691567	1.8869228012	2.79355274201
2.81965449774	0.608524253291	6.2019853771
2.19461549091	1.53130061363	5.96001165542
0.568786033333	2.92344253244	0.553152816281
2.14815305568	0.560804292139	3.45570059333
2.73611517214	0.488663649546	5.23327751762
0.45944585716	1.12834278752	0.224227672149
2.82628564856	0.292468548141	4.3198800813
2.77098027502	1.91251242035	10.6186425287
0.387744586737	1.7920568312	0.20126459139
1.48461402305	1.77915673683	2.93991125939
2.26416991502	2.10013347212	7.42919023625
2.99223713459	0.638673378175	7.15535892588
2.47599517251	1.35106036333	7.12585471845
2.39326105897	2.69698168663	9.40630696863
2.97759492635	0.944917165899	8.6184288553
1.46822715891	2.83978196598	3.63269557587
2.84806746389	1.24404676004	9.04729803891
2.83258647256	1.33649523478	9.27577191057
1.24934507713	2.31853430676	2.37668476868
1.51939312383	1.4549556773	2.78461523574
1.2811331823	1.41185100934	1.95021725255
0.591489409949	0.370904012868	0.213071180888
2.31118080512	1.78059985883	7.12772624175
2.08129381428	2.446539266	6.77552390961
0.844297254975	0.854564199086	0.658966143451
0.978144172068	1.05098997522	0.980855496554
2.32993456998	1.24770844149	6.06378796952
1.10492881606	1.98164439585	1.71862633204
0.722397403836	0.497976420241	0.368261860148
2.15197306694	2.3180469296	7.05074122037
1.02982088822	1.98091529519	1.49264436485
0.295414390099	1.33209314562	0.100723449357
1.818283416	0.909571875776	3.15312847868
1.17500172534	1.90673877867	1.90643765868
1.85171396437	0.631734064905	2.72530398613
2.17842928139	0.424081972175	3.09037966426
2.91522908759	0.766613482886	7.44103939516
0.909934799473	0.76084152967	0.722216911958
2.97619708668	1.0024657773	8.86866299342
1.89481836857	2.97377562684	6.19140582124
2.86018999613	0.318579521359	4.61741271308
1.65931539271	1.8836530938	3.77883862267
2.16670617237	1.14054608196	5.01367824536
1.11814410837	0.211995243704	0.575650144761
0.298662763433	1.74016007185	0.117667562775
0.41248388356	0.766947392395	0.149003598453
1.13316136542	0.397319523789	0.809381868455
0.286407551966	2.79537725836	0.13714789437
1.41858416282	0.773676489793	1.7700678501
2.18366504378	0.226446955579	2.2691086273
0.886048293408	2.89009898936	1.3346615401
2.71353248419	1.98059070113	10.3625685808
0.460967759833	1.09054236674	0.221902591793
0.278211140442	0.813734812557	0.0698217100231
0.271215546032	0.55325830111	0.0547133275687
1.97300071528	0.481239963922	2.70044494872
0.636136612094	2.72786235251	0.668362399102
1.13926678589	1.13239138868	1.38117640759
0.44231051712	2.42860546145	0.304882864165
2.09385627328	1.73197184101	5.76984502464
1.93015595728	0.481065938731	2.58396785882
0.928856987124	1.83419624442	1.16847817396
2.86624942758	2.48796943782	12.9583731753
1.99403380411	1.65269202071	5.11164868784
0.242370094865	2.69400554913	0.0964178201682
0.387191467094	0.561426942514	0.112330626407
2.14060086763	2.47400314665	7.20728204975
2.40234185883	1.46673153684	6.98948105678
0.695756177468	0.298846206424	0.264629353425
2.58386290852	2.93755289663	11.4427861903
0.883579413395	2.62501371731	1.26490225233
1.3270865675	1.07176252793	1.82325658627
1.61443214393	0.22287090882	1.23045655407
1.43960051378	0.758753912032	1.80523796176
2.19488014202	1.60719986315	6.10740277308
2.63278736381	2.71061493448	11.4120977555
1.0869250033	0.985074655952	1.17255637264
2.82956507449	1.61119316603	10.1627953029
0.470243473707	0.328478366917	0.126735691917
2.97319146765	1.82165816128	11.9310646101
0.352580324943	1.63151525544	0.158785820259
1.61149260838	1.41908595708	3.09357740349
2.86358511583	2.85656168605	13.8593223572
0.549909499167	0.624817965882	0.239033735173
1.34096809619	2.53527411929	2.86318461881
1.94650726637	2.24352435812	5.67515141461
1.81296347064	0.788159421908	2.91799902871
2.48974320059	0.239258749774	3.03209653777
2.15575592211	0.744150924118	4.00894121812
1.51905614353	2.93037297515	3.95010919434
1.70930040104	0.359456699133	1.7517014118
1.40058352358	2.04874789633	2.8077748935
0.358778738725	0.907430434203	0.122619648835
0.251341186193	1.71219110353	0.0826615298796
1.2681372217	1.61033204665	2.04075193857
1.02834308436	2.03905963851	1.51004895683
0.68464123518	2.73862566693	0.775697590441
2.88822807434	1.58038224026	10.4868254788
1.50309235259	2.60692677634	3.64783971103
1.01154583322	2.44869590514	1.60117410709
1.00446130587	2.21590142467	1.50190215747
1.13523175711	1.88728467952	1.77046673167
2.79243108961	0.35210939908	4.62704516005
2.4603129574	1.71716759343	7.93207934164
1.26138936509	1.18077127995	1.72894517024
0.394353665115	0.923460352862	0.149444828252
1.94478366943	0.473251886337	2.60188905907
2.07434055303	2.89430934958	7.32036253047
2.94617308993	2.68987540882	14.2358236381
2.45851039193	0.698269271353	5.05074638856
2.91643667036	0.767624967362	7.45211668634
