a	target
1.12241551604	2.55287553294
2.82260083863	1.08402348991
0.634364761426	1.78166495528
1.64050574555	2.79392820554
0.456351405005	1.40168956648
2.90319758544	0.890358474271
1.81105297307	2.72819234342
2.45026647384	1.89389858253
0.989382772214	2.38921788186
2.44503055467	1.90396108395
2.16795750365	2.36733801806
2.00230811542	2.57083622664
2.86157588174	0.990929418007
1.41377574667	2.76924394182
1.36224761406	2.74583104959
2.1379391606	2.40859838782
2.5381548572	1.71869116752
1.13821285609	2.56971436002
2.07503975315	2.48885064969
0.785304742019	2.06760179803
1.74475992623	2.76226613946
2.35368076523	2.07220504311
0.38288186322	1.23398802474
2.23795778324	2.26395300382
0.243210935461	0.902050748119
2.88338008119	0.938381975057
1.5122754414	2.79572035405
1.34539839759	2.73676312339
2.21724502243	2.29556993788
1.66523683591	2.78885952166
2.24637679491	2.25086021665
0.437322105254	1.35878777752
1.77581723786	2.74764181875
1.76270433998	2.75410525644
2.80991889678	1.11406504642
0.310895618648	1.06477860421
1.46789500056	2.78677582139
1.96700415405	2.60632777351
1.74209146355	2.76341206523
0.407651073889	1.29113495316
1.86103950092	2.6954357775
0.822151278636	2.13152946158
0.747537702143	1.99958764888
2.66033447729	1.45723701433
0.753957901671	2.01132341534
1.47201410562	2.7878125062
2.30080327027	2.16292442984
2.18048308087	2.34956856507
1.74968521658	2.76010501756
2.45972809139	1.87560440712
1.50428528777	2.79447239028
1.93707921447	2.63416266687
2.49296659401	1.8102301579
2.09865658084	2.45971701857
1.99711942678	2.57623098516
1.33716042646	2.73207764366
1.76330568266	2.75381807416
1.30903145913	2.71483690046
2.28401831483	2.19064435665
1.26520443712	2.68417261267
1.50653923209	2.79484055786
2.31527985199	2.1385948992
1.61023623572	2.79805586901
1.14649119791	2.57831255697
2.51509302883	1.76578188737
1.26669526357	2.68529127929
2.56524148189	1.662420467
2.39867312756	1.99110253265
1.45240870656	2.78250091694
2.19609463124	2.32697136577
0.296291160702	1.0299374819
1.29143553087	2.70307972405
2.60893432135	1.56956295031
1.82271020105	2.72109286852
1.76191231343	2.75448214913
2.06126887955	2.50527591136
2.09748056953	2.46119637585
1.83407510293	2.71385468886
1.37776206943	2.75356667247
0.713754326923	1.9366907724
1.01939769838	2.42948160812
1.0201820957	2.43050827627
1.40608578899	2.76616464715
2.99736451534	0.659321562451
1.18714543726	2.61826064962
1.45266198909	2.78257562611
1.24055717871	2.66491205552
1.82799767067	2.71776418161
2.85411602253	1.00883328613
2.68940410241	1.39233791354
1.25598848797	2.67713974014
0.947323197717	2.32963885464
2.67631609218	1.42167495211
1.58273334896	2.79982188649
2.11951521193	2.43298361162
0.405215983923	1.2855431563
2.62636155128	1.53183990635
1.07630245533	2.50052256047
1.5846754804	2.79975921523
0.754459028926	2.01223648641
1.37667934363	2.75304596542
2.51853696843	1.75879850092
2.51722189405	1.76146716584
1.52628163659	2.79752346194
2.3501499633	2.07841990905
1.48258722403	2.79028024751
1.2453977525	2.66880845718
1.72848913443	2.76898058307
0.763754148047	2.02909431429
1.08637226966	2.51235827937
2.17828055971	2.35271655905
2.3574391483	2.06556531878
0.358782778827	1.17783694789
2.25191319215	2.24217489197
2.48880381995	1.81851048672
1.4465420051	2.78072589654
0.374870956011	1.21538112405
2.11215711525	2.44252064283
0.889258246967	2.2415116638
2.00140052098	2.57178428216
1.25454302539	2.67601834715
1.98405785709	2.58953967689
0.922777664217	2.29320328412
1.53430366321	2.79833554161
1.6690892693	2.78793284209
1.96683691081	2.60648909867
0.768869956411	2.03830880992
2.89374301057	0.91329970318
1.00958661208	2.41652976868
1.05685636895	2.47703585233
0.917674672848	2.2854768507
0.388933529591	1.2480045274
1.38418415612	2.75659605045
2.36114167169	2.05899989203
2.18678742272	2.34050306152
0.747602868513	1.99970712212
0.583409327093	1.67718130266
1.09999823312	2.52801639653
2.35111442949	2.07672446742
1.56661878039	2.79997818516
2.78491571083	1.17290563813
2.0378745446	2.53221928957
1.93853898571	2.63285314726
2.34953515293	2.07949982506
2.30072309354	2.16305809345
1.16274675004	2.59474133698
0.919623524838	2.28843371855
1.42533989123	2.77359962829
1.56989210616	2.79999897798
0.596823757187	1.70504540822
1.43573014612	2.77723105439
1.99150511647	2.58199923644
0.580000613954	1.67006112585
0.586506086565	1.68363599538
0.686419955037	1.88443003388
0.993327935003	2.39461837467
2.89278596966	0.915618911528
0.272215619267	0.972165324053
0.714469531187	1.93804192764
0.662133950256	1.83700314708
1.52817447043	2.79772956544
0.242203779885	0.899606656417
1.48288501752	2.79034572221
0.656182859758	1.82524220359
0.954992623457	2.34077369917
2.41883369613	1.9536408995
0.715388220135	1.93977627421
1.92796073259	2.64222991633
1.3376743557	2.73237477977
1.36926759386	2.74940430098
2.48716716927	1.82175881087
0.650561871724	1.8140840179
2.78666863034	1.16879781224
2.70177440033	1.36443755591
2.07130149595	2.49335064733
0.338452497992	1.13006944669
2.05726387977	2.50997452805
1.88097351062	2.6806987587
2.36217654417	2.05716050905
0.798728430515	2.09117400051
2.86939682911	0.972117659174
2.68135201934	1.41040928758
0.52019999316	1.54263421452
1.08256520405	2.50790989307
0.290843728959	1.01690155334
2.5266521953	1.74227472293
2.76226529067	1.2257393282
2.97146590385	0.723268175795
1.9133900494	2.65471630587
2.06475962078	2.50115176261
2.09953549379	2.45860944416
1.79641561748	2.73663938115
2.86678415177	0.978406573253
1.90201144044	2.66411974026
1.14003290975	2.57161809639
1.63605627182	2.79467831357
0.252256049667	0.923973105835
2.22755365351	2.27994053074
2.14297901334	2.40180280756
1.37894319549	2.7541314221
