a	b	target
1.95026730649	2.71219864271	5.2895123416
2.37191993269	0.830580131974	1.97006957072
1.04046559775	2.64594964711	2.7530195812
0.214742852784	2.49943957147	0.536736783938
2.43179440051	1.51021786796	3.67253935485
1.04849079509	0.979591713882	1.02709289496
0.913634845432	1.44621365647	1.32131119049
1.61273512508	1.74979258581	2.82195196474
2.98740079362	2.4194533738	7.227876929
1.94210184244	2.96908841351	5.76627207823
0.80286435506	0.648593694802	0.520732758473
1.91511089196	0.323037622292	0.618652868965
0.299904780566	1.64168869676	0.49235028836
1.50537687091	2.76806976494	4.16698820121
1.96183351257	1.63952941048	3.21648374233
1.5912456191	0.893041781677	1.42104882277
0.233023271519	0.738726003159	0.172140350012
2.13768993847	0.761698827164	1.62827591897
1.23470166969	0.210455877746	0.259850223648
2.52413364344	0.632491026972	1.59649188036
0.949278052779	2.66493003115	2.52975959076
1.62741426763	2.57202068982	4.18574316726
1.99120806744	2.27695865261	4.53389843831
0.456187694177	1.71520269985	0.782454364692
1.62176226164	2.63975025474	4.28104734329
1.21153936524	1.87491538818	2.27153379927
0.365904598567	1.28536904311	0.47032244373
1.10450176952	0.620559241397	0.685408780217
2.48574669069	1.26244928034	3.13812912078
2.94049407635	1.85197674043	5.44572663477
1.89415751072	1.98639042621	3.76253634503
2.09406068268	0.622206453671	1.30293807114
1.43287770813	0.870779093123	1.24771995124
1.32699523469	0.470771463009	0.624711488041
2.90991854294	0.802011304596	2.33378756689
2.08094245531	1.04117622814	2.1666278166
2.64741567322	2.05420126735	5.43832463112
0.568524284263	2.56620809845	1.45895162244
2.84585487921	2.73096700695	7.77193578168
1.79521361401	0.607287870531	1.0902114528
0.738897785911	2.79813591728	2.06753643396
1.74651416547	0.705546995657	1.23224782232
2.67535930375	1.99640077462	5.3410893864
1.79514396853	1.25360594116	2.25040314419
1.35067479004	0.870569795509	1.17585667576
0.306560402735	2.65341266271	0.813431254503
1.50964460708	1.7333785578	2.61678559181
1.10205726738	2.30370977559	2.53882010014
0.270551238245	1.24211876318	0.336056769426
0.284980824276	0.544097886174	0.155057464088
2.90801505911	2.04173004411	5.93738171491
1.39901668989	1.66647230215	2.33142256395
2.64386578398	1.16378986759	3.07690421066
1.85281475041	2.11431624535	3.91743632642
1.19515857567	1.65347576219	1.97616573684
2.34269267318	2.74570207917	6.43233614361
0.622974378615	2.81357429846	1.75278470027
0.214500824283	2.30833701007	0.495140191384
2.46947512489	0.582939344319	1.43955421012
1.37293022256	2.48271757839	3.40859799744
0.239959331117	1.95969345403	0.470246730422
2.42046624267	1.6364100319	3.96087524139
2.23237837754	0.833985751552	1.86177175894
0.755859214379	1.21675546154	0.919695827252
0.702336877188	1.16897202951	0.82101216473
2.85474737195	1.80533160931	5.15376566718
